BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
16941, 1139, NEW, (null), 7, 6, 6,
17094, 813, NEW, (null), 2, 3, 2,
17348, 1193, RESOLVED, FIXED, 1, 2, 3,
17629, 1317, REOPENED, (null), 8, 5, 3,
17665, 1610, PATCH_TO_REVIEW, (null), 2, 3, 3,
18424, 890, RESOLVED, FIXED, 5, 3, 2,
18823, 883, RESOLVED, FIXED, 1, 2, 0,
21350, 925, NEW, (null), 1, 2, 1,
22920, 1145, REOPENED, (null), 3, 2, 1,
23684, 531, NEW, (null), 1, 2, 2,
25095, 727, RESOLVED, FIXED, 10, 6, 10,
36561, 207, NEW, (null), 4, 3, 0,
37450, 239, NEW, (null), 2, 2, 0,
39126, 181, NEW, (null), 1, 2, 1,
39825, 283, REOPENED, (null), 5, 3, 2,
40909, 39, NEW, (null), 2, 3, 5,
41850, 69, NEW, (null), 3, 2, 1,
43933, 98, RESOLVED, FIXED, 6, 3, 3,
44161, 112, NEW, (null), 3, 4, 4,
45166, 7, NEW, (null), 2, 2, 2,
45190, 35, NEW, (null), 0, 1, 2,
48455, 12, NEW, (null), 3, 3, 2,
48880, 0, NEW, (null), 1, 1, 0,
49117, 0, NEW, (null), 1, 2, 1,
41, 2100, RESOLVED, FIXED, 7, 5, 2,
282, 291, RESOLVED, FIXED, 3, 3, 1,
283, 15, RESOLVED, FIXED, 3, 3, 2,
1337, 1946, RESOLVED, FIXED, 2, 3, 2,
3366, 587, RESOLVED, FIXED, 1, 2, 0,
5744, 1812, NEW, (null), 2, 3, 1,
8642, 2282, NEW, (null), 1, 2, 2,
14614, 1025, NEW, (null), 2, 3, 3,
18188, 983, NEW, (null), 3, 4, 3,
20076, 617, NEW, (null), 1, 2, 2,
21681, 1296, RESOLVED, FIXED, 4, 4, 3,
37390, 53, RESOLVED, FIXED, 2, 1, 3,
44847, 19, RESOLVED, WONTFIX, 2, 2, 5,
4636, 2302, NEW, (null), 4, 5, 5,
4692, 11, RESOLVED, FIXED, 4, 2, 0,
11884, 296, RESOLVED, FIXED, 2, 2, 1,
11984, 1246, NEW, (null), 5, 5, 3,
13812, 1355, REOPENED, (null), 13, 9, 8,
18411, 945, REOPENED, (null), 7, 6, 5,
23583, 540, NEW, (null), 5, 4, 4,
27980, 398, NEW, (null), 3, 3, 3,
33727, 4, NEW, (null), 0, 1, 2,
40889, 195, RESOLVED, FIXED, 5, 4, 7,
23059, 907, RESOLVED, FIXED, 3, 4, 2,
38169, 0, NEW, (null), 0, 1, 0,
49561, 44, NEW, (null), 4, 3, 2,
13, 1821, RESOLVED, FIXED, 20, 10, 8,
975, 1990, RESOLVED, FIXED, 1, 2, 0,
1617, 1900, RESOLVED, FIXED, 1, 1, 0,
11757, 1267, REOPENED, (null), 15, 6, 6,
16579, 858, REOPENED, (null), 4, 3, 3,
23669, 329, RESOLVED, FIXED, 1, 2, 1,
31888, 592, RESOLVED, FIXED, 3, 3, 2,
39849, 121, NEW, (null), 0, 1, 0,
43423, 4, NEW, (null), 1, 2, 1,
44423, 0, NEW, (null), 1, 1, 1,
46966, 18, RESOLVED, FIXED, 3, 4, 4,
46974, 80, RESOLVED, WONTFIX, 4, 5, 5,
47691, 1, RESOLVED, FIXED, 2, 3, 3,
47694, 112, NEW, (null), 32, 12, 10,
47699, 24, RESOLVED, FIXED, 13, 6, 5,
50984, 0, NEW, (null), 0, 1, 1,
5365, 225, RESOLVED, FIXED, 4, 4, 0,
5495, 2546, NEW, (null), 12, 7, 7,
18605, 1255, NEW, (null), 2, 3, 4,
24430, 1123, REOPENED, (null), 25, 12, 12,
43519, 6, NEW, (null), 0, 1, 2,
49695, 1, NEW, (null), 0, 1, 3,
52084, 17, PATCH_TO_REVIEW, (null), 5, 5, 7,
52542, 1, NEW, (null), 2, 3, 5,
5280, 2154, RESOLVED, FIXED, 15, 10, 8,
36211, 229, RESOLVED, FIXED, 3, 3, 4,
17327, 0, RESOLVED, FIXED, 3, 2, 3,
34965, 474, NEW, (null), 9, 7, 10,
35234, 454, NEW, (null), 1, 2, 5,
15550, 946, NEW, (null), 3, 3, 5,
40214, 1, RESOLVED, FIXED, 1, 2, 3,
14931, 1825, PATCH_TO_REVIEW, (null), 7, 6, 5,
42267, 235, RESOLVED, FIXED, 4, 3, 2,
42268, 50, RESOLVED, FIXED, 1, 2, 1,
21590, 1304, RESOLVED, FIXED, 10, 5, 3,
10863, 1906, NEW, (null), 5, 5, 5,
11536, 956, RESOLVED, FIXED, 2, 3, 1,
578, 2057, RESOLVED, FIXED, 3, 3, 1,
3263, 142, RESOLVED, FIXED, 2, 3, 0,
6836, 110, RESOLVED, FIXED, 2, 1, 0,
8944, 1, RESOLVED, FIXED, 3, 2, 0,
8992, 1185, RESOLVED, FIXED, 4, 4, 2,
18544, 723, NEW, (null), 7, 2, 1,
28511, 4, RESOLVED, FIXED, 3, 3, 3,
30410, 254, RESOLVED, FIXED, 8, 6, 5,
35272, 252, RESOLVED, FIXED, 4, 3, 4,
39339, 10, NEW, (null), 1, 2, 1,
44248, 89, RESOLVED, FIXED, 4, 3, 3,
46998, 0, NEW, (null), 0, 1, 1,
48046, 19, RESOLVED, WONTFIX, 4, 2, 3,
49436, 0, NEW, (null), 1, 2, 0,
6749, 897, RESOLVED, FIXED, 4, 3, 1,
8296, 1244, RESOLVED, FIXED, 5, 4, 3,
24223, 300, NEW, (null), 3, 4, 3,
35069, 31, RESOLVED, FIXED, 2, 2, 2,
35323, 0, NEW, (null), 0, 1, 0,
47342, 18, NEW, (null), 6, 3, 2,
47341, 15, NEW, (null), 5, 2, 2,
970, 1990, RESOLVED, FIXED, 1, 2, 0,
9220, 39, RESOLVED, FIXED, 6, 4, 0,
28304, 853, NEW, (null), 3, 4, 4,
44690, 174, NEW, (null), 2, 3, 3,
923, 2001, RESOLVED, FIXED, 1, 2, 1,
2485, 1788, RESOLVED, FIXED, 1, 2, 0,
2502, 1786, RESOLVED, FIXED, 2, 2, 0,
3615, 2025, REOPENED, (null), 15, 4, 6,
4013, 1639, RESOLVED, FIXED, 3, 2, 0,
4563, 0, RESOLVED, FIXED, 3, 3, 0,
5456, 178, RESOLVED, FIXED, 3, 2, 1,
5606, 1489, RESOLVED, FIXED, 1, 2, 0,
6138, 1446, RESOLVED, FIXED, 1, 2, 0,
6357, 0, RESOLVED, FIXED, 2, 2, 0,
6498, 0, RESOLVED, FIXED, 1, 2, 0,
6516, 0, RESOLVED, FIXED, 3, 2, 0,
7565, 0, RESOLVED, FIXED, 3, 2, 0,
9122, 0, RESOLVED, FIXED, 4, 2, 0,
27697, 850, NEW, (null), 5, 3, 3,
37368, 0, RESOLVED, FIXED, 9, 3, 4,
46494, 1, NEW, (null), 0, 1, 0,
26134, 91, RESOLVED, FIXED, 15, 4, 3,
12359, 1211, NEW, (null), 2, 3, 3,
8912, 2067, NEW, (null), 19, 9, 11,
18775, 1004, RESOLVED, FIXED, 3, 4, 4,
40610, 172, RESOLVED, FIXED, 4, 3, 5,
44803, 0, NEW, (null), 1, 1, 2,
691, 675, RESOLVED, FIXED, 8, 8, 2,
2536, 1783, RESOLVED, FIXED, 1, 2, 0,
3940, 1978, NEW, (null), 2, 2, 0,
4330, 1974, RESOLVED, FIXED, 13, 5, 6,
4913, 2460, NEW, (null), 2, 1, 2,
8821, 2088, NEW, (null), 9, 6, 6,
9737, 1654, REOPENED, (null), 14, 9, 7,
10721, 1239, RESOLVED, FIXED, 5, 5, 3,
11185, 0, RESOLVED, FIXED, 2, 2, 0,
11330, 476, RESOLVED, FIXED, 6, 3, 2,
12752, 1177, NEW, (null), 6, 3, 0,
17988, 1481, REOPENED, (null), 13, 11, 10,
18688, 797, RESOLVED, FIXED, 6, 4, 3,
24787, 996, NEW, (null), 2, 2, 1,
40027, 99, NEW, (null), 4, 2, 2,
44609, 125, NEW, (null), 5, 5, 5,
45069, 4, RESOLVED, FIXED, 3, 3, 3,
45803, 46, RESOLVED, FIXED, 7, 3, 3,
46240, 1, NEW, (null), 0, 1, 3,
4044, 2339, RESOLVED, FIXED, 6, 4, 3,
27550, 138, RESOLVED, FIXED, 5, 5, 5,
1899, 1855, RESOLVED, FIXED, 2, 3, 0,
2013, 2915, REOPENED, (null), 5, 5, 3,
2735, 745, RESOLVED, FIXED, 5, 5, 4,
3563, 1690, RESOLVED, FIXED, 1, 2, 1,
5798, 2567, REOPENED, (null), 8, 5, 4,
10536, 541, RESOLVED, FIXED, 3, 4, 2,
11571, 1496, NEW, (null), 7, 5, 3,
13119, 1146, NEW, (null), 9, 6, 3,
17099, 1572, NEW, (null), 8, 6, 6,
17602, 1547, RESOLVED, FIXED, 4, 3, 2,
22102, 708, NEW, (null), 1, 2, 1,
22457, 1167, RESOLVED, FIXED, 16, 5, 6,
30525, 589, NEW, (null), 6, 5, 10,
35371, 444, NEW, (null), 10, 5, 5,
44507, 152, RESOLVED, FIXED, 3, 2, 4,
528, 2064, RESOLVED, FIXED, 1, 2, 0,
1384, 1939, RESOLVED, FIXED, 2, 2, 0,
1387, 1938, RESOLVED, FIXED, 4, 4, 1,
2019, 1842, RESOLVED, FIXED, 7, 4, 1,
2714, 1774, RESOLVED, FIXED, 1, 2, 0,
2788, 1769, RESOLVED, FIXED, 2, 2, 0,
3616, 1682, RESOLVED, FIXED, 1, 2, 1,
3991, 29, RESOLVED, FIXED, 1, 2, 0,
4037, 224, RESOLVED, FIXED, 2, 2, 1,
4108, 2142, RESOLVED, FIXED, 5, 3, 0,
10473, 2216, NEW, (null), 6, 5, 2,
10538, 1, RESOLVED, FIXED, 1, 2, 1,
11986, 1167, RESOLVED, FIXED, 8, 6, 3,
25315, 200, NEW, (null), 0, 1, 0,
29575, 655, RESOLVED, FIXED, 6, 4, 4,
35674, 0, NEW, (null), 0, 1, 1,
38518, 200, NEW, (null), 1, 2, 2,
43540, 1, NEW, (null), 0, 1, 0,
18370, 753, NEW, (null), 1, 2, 1,
23806, 312, NEW, (null), 12, 6, 5,
30429, 0, RESOLVED, FIXED, 1, 2, 1,
42184, 30, RESOLVED, FIXED, 1, 2, 2,
20975, 782, NEW, (null), 1, 2, 1,
35687, 344, ASSIGNED, (null), 0, 1, 3,
49562, 0, RESOLVED, WONTFIX, 8, 5, 3,
1585, 1905, RESOLVED, FIXED, 1, 2, 0,
33439, 588, RESOLVED, FIXED, 5, 5, 3,
4871, 842, RESOLVED, FIXED, 4, 3, 1,
33438, 505, RESOLVED, FIXED, 11, 5, 6,
23288, 449, NEW, (null), 1, 2, 3,
2423, 2096, RESOLVED, WONTFIX, 2, 1, 0,
1661, 2195, RESOLVED, WONTFIX, 5, 2, 0,
21627, 473, RESOLVED, WONTFIX, 5, 2, 2,
1128, 2276, RESOLVED, WONTFIX, 2, 3, 0,
1958, 2149, RESOLVED, WONTFIX, 4, 4, 1,
17026, 1297, RESOLVED, WONTFIX, 3, 3, 2,
5948, 2334, RESOLVED, FIXED, 22, 8, 4,
7912, 590, RESOLVED, FIXED, 2, 3, 1,
27309, 426, RESOLVED, WONTFIX, 21, 5, 2,
19083, 646, RESOLVED, WONTFIX, 1, 2, 4,
19572, 613, RESOLVED, WONTFIX, 4, 2, 4,
22561, 389, RESOLVED, WONTFIX, 3, 3, 6,
16686, 816, RESOLVED, WONTFIX, 4, 4, 2,
7112, 1662, RESOLVED, WONTFIX, 2, 3, 0,
8322, 1545, RESOLVED, WONTFIX, 9, 7, 1,
16664, 817, RESOLVED, WONTFIX, 2, 2, 1,
7240, 2434, REOPENED, (null), 7, 5, 8,
17041, 786, RESOLVED, WONTFIX, 2, 2, 1,
23270, 326, RESOLVED, WONTFIX, 3, 2, 5,
27544, 422, RESOLVED, WONTFIX, 26, 7, 9,
702, 2342, RESOLVED, WONTFIX, 5, 3, 0,
1730, 2183, RESOLVED, WONTFIX, 7, 5, 0,
3438, 2008, RESOLVED, WONTFIX, 8, 7, 4,
7319, 1641, RESOLVED, WONTFIX, 1, 2, 0,
1716, 2184, RESOLVED, WONTFIX, 3, 2, 0,
19990, 1238, RESOLVED, WONTFIX, 12, 6, 4,
26087, 509, RESOLVED, WONTFIX, 3, 4, 2,
2399, 2944, ASSIGNED, (null), 58, 19, 16,
3208, 2031, RESOLVED, WONTFIX, 36, 14, 6,
16670, 817, RESOLVED, WONTFIX, 15, 4, 3,
21591, 476, RESOLVED, WONTFIX, 5, 2, 2,
26770, 55, RESOLVED, WONTFIX, 4, 3, 0,
26772, 55, RESOLVED, WONTFIX, 1, 2, 0,
16344, 848, RESOLVED, WONTFIX, 4, 3, 2,
17963, 730, RESOLVED, WONTFIX, 10, 3, 1,
3588, 1987, RESOLVED, WONTFIX, 9, 3, 0,
11174, 1286, RESOLVED, WONTFIX, 1, 2, 1,
13260, 1705, RESOLVED, LATER, 14, 10, 12,
18303, 1306, RESOLVED, WONTFIX, 5, 2, 3,
11314, 1277, RESOLVED, WONTFIX, 2, 3, 1,
26767, 55, RESOLVED, WONTFIX, 3, 4, 2,
13065, 1118, RESOLVED, WONTFIX, 26, 8, 7,
18173, 764, RESOLVED, WONTFIX, 12, 6, 7,
1928, 2153, RESOLVED, WONTFIX, 1, 2, 0,
8537, 1525, RESOLVED, WONTFIX, 2, 3, 0,
12524, 1162, RESOLVED, WONTFIX, 7, 5, 4,
27331, 30, RESOLVED, WONTFIX, 3, 3, 3,
19143, 689, RESOLVED, WONTFIX, 6, 3, 1,
3516, 2000, RESOLVED, WONTFIX, 9, 5, 1,
19245, 798, REOPENED, (null), 6, 6, 4,
24785, 607, RESOLVED, WONTFIX, 2, 2, 2,
10308, 1363, RESOLVED, WONTFIX, 11, 3, 1,
10602, 1336, RESOLVED, WONTFIX, 1, 2, 1,
11570, 1255, RESOLVED, WONTFIX, 2, 2, 2,
13437, 1088, RESOLVED, WONTFIX, 2, 3, 2,
15179, 939, RESOLVED, WONTFIX, 1, 2, 2,
15501, 917, RESOLVED, WONTFIX, 9, 4, 3,
20764, 537, RESOLVED, WONTFIX, 1, 2, 4,
22079, 426, RESOLVED, WONTFIX, 3, 3, 5,
29265, 317, RESOLVED, FIXED, 9, 4, 5,
1547, 2215, RESOLVED, WONTFIX, 2, 3, 0,
18774, 702, NEW, (null), 4, 4, 3,
2713, 2076, RESOLVED, WONTFIX, 3, 2, 0,
12200, 1194, RESOLVED, WONTFIX, 6, 3, 1,
15756, 1406, RESOLVED, WONTFIX, 4, 3, 2,
956, 2295, RESOLVED, WONTFIX, 2, 2, 0,
2990, 2053, RESOLVED, WONTFIX, 1, 2, 0,
3511, 2160, RESOLVED, FIXED, 3, 3, 2,
4188, 1923, RESOLVED, WONTFIX, 6, 4, 0,
4858, 1863, RESOLVED, WONTFIX, 2, 2, 2,
5402, 1808, RESOLVED, WONTFIX, 15, 11, 2,
6469, 1719, RESOLVED, WONTFIX, 7, 5, 0,
6540, 1974, RESOLVED, FIXED, 6, 5, 1,
12777, 1144, RESOLVED, WONTFIX, 1, 2, 1,
16274, 855, RESOLVED, WONTFIX, 1, 2, 1,
17645, 1589, RESOLVED, WONTFIX, 18, 8, 11,
18015, 726, RESOLVED, WONTFIX, 1, 2, 1,
27, 2402, RESOLVED, WONTFIX, 1, 2, 1,
133, 2400, RESOLVED, WONTFIX, 2, 3, 1,
193, 2393, RESOLVED, WONTFIX, 4, 2, 0,
324, 2382, RESOLVED, WONTFIX, 1, 1, 1,
346, 2382, RESOLVED, WONTFIX, 1, 2, 2,
358, 272, RESOLVED, WONTFIX, 1, 2, 1,
611, 2354, RESOLVED, WONTFIX, 1, 2, 1,
623, 2352, RESOLVED, WONTFIX, 2, 2, 0,
664, 2347, RESOLVED, WONTFIX, 4, 3, 1,
1500, 2223, RESOLVED, WONTFIX, 2, 3, 0,
1518, 2219, RESOLVED, WONTFIX, 4, 3, 1,
1536, 1915, RESOLVED, FIXED, 1, 2, 0,
1649, 2197, CLOSED, WONTFIX, 7, 2, 1,
1719, 2184, RESOLVED, WONTFIX, 5, 3, 0,
1855, 2164, RESOLVED, WONTFIX, 15, 6, 0,
1965, 2888, REOPENED, (null), 9, 8, 2,
2068, 2138, RESOLVED, WONTFIX, 1, 2, 0,
2939, 2571, REOPENED, (null), 18, 10, 7,
3482, 2003, RESOLVED, WONTFIX, 1, 2, 0,
4157, 1925, RESOLVED, WONTFIX, 2, 3, 1,
4546, 2149, RESOLVED, FIXED, 3, 3, 1,
5106, 2572, REOPENED, (null), 4, 5, 1,
5250, 1825, RESOLVED, WONTFIX, 3, 4, 0,
5312, 1817, RESOLVED, WONTFIX, 4, 4, 1,
5538, 1797, RESOLVED, WONTFIX, 6, 6, 1,
6198, 1742, RESOLVED, WONTFIX, 4, 2, 0,
8706, 1513, RESOLVED, WONTFIX, 4, 2, 0,
8866, 1499, RESOLVED, WONTFIX, 10, 5, 3,
9062, 1480, RESOLVED, WONTFIX, 3, 2, 0,
9065, 1480, RESOLVED, WONTFIX, 3, 2, 0,
9071, 1479, RESOLVED, WONTFIX, 2, 3, 1,
9333, 1455, RESOLVED, WONTFIX, 3, 3, 1,
9459, 1443, RESOLVED, WONTFIX, 1, 2, 1,
9587, 1427, RESOLVED, WONTFIX, 1, 2, 0,
9625, 1424, CLOSED, WONTFIX, 13, 10, 3,
9913, 1398, RESOLVED, WONTFIX, 8, 5, 0,
11797, 1232, RESOLVED, WONTFIX, 6, 4, 1,
13109, 1115, RESOLVED, WONTFIX, 3, 4, 2,
14695, 985, RESOLVED, WONTFIX, 3, 3, 3,
15385, 924, RESOLVED, WONTFIX, 2, 2, 0,
16258, 857, RESOLVED, WONTFIX, 2, 2, 1,
19032, 651, RESOLVED, WONTFIX, 3, 4, 4,
28035, 39, NEW, (null), 2, 3, 1,
32127, 3, RESOLVED, WONTFIX, 4, 3, 5,
43679, 213, NEW, (null), 6, 5, 5,
294, 2382, RESOLVED, WONTFIX, 2, 1, 1,
2816, 2070, RESOLVED, WONTFIX, 1, 2, 1,
3552, 1994, RESOLVED, WONTFIX, 23, 6, 2,
5579, 1793, RESOLVED, WONTFIX, 2, 2, 0,
8116, 1563, CLOSED, WONTFIX, 11, 7, 3,
8128, 1561, RESOLVED, WONTFIX, 5, 3, 0,
8499, 1528, RESOLVED, WONTFIX, 2, 3, 0,
8514, 1526, RESOLVED, WONTFIX, 3, 3, 0,
9070, 1479, RESOLVED, WONTFIX, 0, 1, 0,
28982, 0, NEW, (null), 0, 1, 1,
29, 2402, RESOLVED, WONTFIX, 2, 2, 1,
30, 2402, RESOLVED, WONTFIX, 1, 2, 1,
75, 2400, RESOLVED, WONTFIX, 5, 6, 0,
701, 2342, RESOLVED, WONTFIX, 3, 4, 0,
1833, 2167, RESOLVED, WONTFIX, 1, 2, 0,
3782, 1967, RESOLVED, WONTFIX, 2, 2, 0,
5049, 1847, RESOLVED, WONTFIX, 1, 2, 0,
5414, 2069, RESOLVED, FIXED, 7, 5, 1,
5796, 1775, RESOLVED, WONTFIX, 3, 3, 0,
6093, 1752, RESOLVED, WONTFIX, 1, 2, 0,
8313, 1243, RESOLVED, FIXED, 10, 6, 1,
18793, 668, RESOLVED, WONTFIX, 16, 6, 6,
1479, 2226, RESOLVED, WONTFIX, 3, 2, 0,
2471, 2091, RESOLVED, WONTFIX, 1, 2, 0,
2671, 2080, CLOSED, WONTFIX, 10, 4, 2,
2973, 2055, RESOLVED, WONTFIX, 1, 2, 0,
3048, 2046, RESOLVED, WONTFIX, 3, 3, 0,
3246, 2027, RESOLVED, WONTFIX, 0, 1, 0,
4272, 1915, RESOLVED, WONTFIX, 4, 4, 1,
6492, 1717, RESOLVED, WONTFIX, 7, 4, 1,
9400, 1451, RESOLVED, WONTFIX, 4, 4, 1,
10164, 1376, RESOLVED, WONTFIX, 3, 3, 1,
14339, 1017, RESOLVED, WONTFIX, 1, 2, 1,
16323, 850, RESOLVED, WONTFIX, 2, 3, 1,
17859, 782, RESOLVED, WONTFIX, 3, 3, 2,
21592, 979, VERIFIED, LATER, 3, 3, 4,
22273, 411, RESOLVED, WONTFIX, 2, 3, 2,
28937, 2, RESOLVED, FIXED, 3, 4, 4,
30919, 462, RESOLVED, WONTFIX, 7, 5, 5,
38615, 244, NEW, (null), 8, 4, 8,
38093, 13, RESOLVED, FIXED, 7, 4, 2,
2756, 2074, RESOLVED, WONTFIX, 1, 2, 0,
4637, 1881, RESOLVED, WONTFIX, 3, 2, 1,
5747, 1779, RESOLVED, WONTFIX, 25, 7, 2,
7154, 1657, RESOLVED, WONTFIX, 4, 3, 0,
7470, 1623, RESOLVED, WONTFIX, 2, 3, 0,
8030, 1569, RESOLVED, WONTFIX, 2, 2, 0,
9841, 1405, RESOLVED, WONTFIX, 1, 2, 1,
10878, 1310, RESOLVED, WONTFIX, 3, 3, 1,
19200, 636, RESOLVED, WONTFIX, 6, 6, 5,
19823, 1198, RESOLVED, WONTFIX, 1, 2, 1,
23041, 343, RESOLVED, WONTFIX, 4, 3, 2,
29539, 1, NEW, (null), 1, 1, 3,
14627, 992, RESOLVED, WONTFIX, 6, 4, 4,
21973, 437, RESOLVED, WONTFIX, 1, 2, 2,
194, 2393, RESOLVED, WONTFIX, 2, 2, 0,
458, 2373, RESOLVED, WONTFIX, 2, 3, 0,
545, 2364, RESOLVED, WONTFIX, 1, 2, 0,
744, 2336, RESOLVED, WONTFIX, 1, 2, 0,
780, 2329, RESOLVED, WONTFIX, 2, 2, 0,
930, 2302, RESOLVED, WONTFIX, 2, 3, 1,
1038, 3162, RESOLVED, WONTFIX, 3, 2, 1,
1098, 2280, RESOLVED, WONTFIX, 1, 2, 0,
1566, 2212, RESOLVED, WONTFIX, 5, 4, 2,
2017, 2144, RESOLVED, WONTFIX, 4, 3, 0,
2343, 2105, RESOLVED, WONTFIX, 2, 2, 1,
2387, 2101, RESOLVED, WONTFIX, 2, 2, 0,
2596, 2429, RESOLVED, WONTFIX, 5, 2, 2,
2736, 2075, RESOLVED, WONTFIX, 1, 2, 2,
2974, 2055, RESOLVED, WONTFIX, 4, 3, 1,
3504, 2001, RESOLVED, WONTFIX, 7, 4, 2,
4119, 1928, RESOLVED, LATER, 3, 4, 1,
4416, 1900, RESOLVED, WONTFIX, 2, 2, 1,
4851, 1863, RESOLVED, WONTFIX, 4, 2, 0,
5707, 1783, RESOLVED, WONTFIX, 4, 4, 0,
5708, 1783, RESOLVED, WONTFIX, 2, 3, 0,
5794, 1776, RESOLVED, WONTFIX, 3, 4, 0,
5968, 1763, RESOLVED, WONTFIX, 2, 3, 0,
6409, 1724, RESOLVED, WONTFIX, 7, 3, 0,
6573, 1710, RESOLVED, WONTFIX, 2, 2, 0,
6588, 1709, RESOLVED, WONTFIX, 4, 3, 0,
7664, 1603, RESOLVED, WONTFIX, 9, 6, 2,
8420, 1535, RESOLVED, WONTFIX, 9, 5, 1,
8674, 1538, RESOLVED, WONTFIX, 3, 3, 1,
8805, 1505, RESOLVED, WONTFIX, 1, 2, 0,
9077, 1479, RESOLVED, WONTFIX, 3, 3, 1,
9428, 1570, RESOLVED, LATER, 6, 5, 2,
9659, 1421, RESOLVED, WONTFIX, 3, 3, 0,
10612, 1335, RESOLVED, WONTFIX, 3, 2, 1,
10626, 2065, RESOLVED, WONTFIX, 6, 5, 2,
12578, 1158, RESOLVED, WONTFIX, 1, 2, 1,
13111, 1114, RESOLVED, WONTFIX, 9, 6, 5,
18857, 661, RESOLVED, WONTFIX, 2, 2, 2,
20036, 635, RESOLVED, WONTFIX, 6, 6, 4,
22683, 1189, NEW, (null), 4, 3, 5,
26519, 72, RESOLVED, WONTFIX, 6, 2, 1,
29252, 1, NEW, (null), 1, 2, 3,
30732, 6, NEW, (null), 2, 2, 1,
34314, 1, RESOLVED, WONTFIX, 1, 2, 1,
34940, 386, NEW, (null), 0, 1, 2,
36080, 0, NEW, (null), 3, 3, 2,
36434, 6, NEW, (null), 4, 3, 2,
46091, 5, RESOLVED, WONTFIX, 4, 3, 2,
26662, 85, REOPENED, (null), 3, 3, 2,
2402, 2581, REOPENED, (null), 12, 7, 5,
4850, 1864, RESOLVED, WONTFIX, 1, 2, 0,
5130, 1839, RESOLVED, WONTFIX, 1, 2, 0,
6014, 1760, RESOLVED, WONTFIX, 4, 4, 1,
13114, 1114, RESOLVED, WONTFIX, 13, 5, 3,
26415, 79, RESOLVED, WONTFIX, 18, 5, 4,
28460, 374, RESOLVED, WONTFIX, 3, 3, 2,
27487, 794, RESOLVED, WONTFIX, 6, 5, 4,
17053, 1552, REOPENED, (null), 5, 4, 7,
18525, 692, RESOLVED, WONTFIX, 2, 3, 3,
180, 2396, RESOLVED, WONTFIX, 3, 3, 1,
375, 2714, RESOLVED, WONTFIX, 5, 5, 1,
915, 2304, RESOLVED, WONTFIX, 1, 2, 0,
3326, 2019, RESOLVED, WONTFIX, 9, 5, 0,
5778, 1777, RESOLVED, WONTFIX, 1, 2, 0,
26922, 47, RESOLVED, WONTFIX, 2, 3, 3,
373, 2381, RESOLVED, WONTFIX, 3, 2, 2,
492, 2110, RESOLVED, WONTFIX, 2, 3, 0,
1137, 2273, RESOLVED, WONTFIX, 5, 4, 0,
2090, 2137, RESOLVED, WONTFIX, 15, 10, 6,
2424, 2096, RESOLVED, WONTFIX, 15, 9, 0,
2710, 2077, RESOLVED, WONTFIX, 4, 3, 1,
3790, 1965, RESOLVED, WONTFIX, 2, 2, 0,
3879, 1955, RESOLVED, WONTFIX, 1, 2, 0,
5206, 1830, RESOLVED, WONTFIX, 4, 4, 0,
5415, 2589, RESOLVED, WONTFIX, 11, 4, 5,
5987, 1761, RESOLVED, WONTFIX, 1, 2, 0,
6249, 1738, RESOLVED, WONTFIX, 2, 3, 0,
8327, 2174, REOPENED, (null), 19, 12, 6,
9434, 2090, RESOLVED, WONTFIX, 2, 3, 2,
10428, 1351, RESOLVED, WONTFIX, 2, 2, 1,
10794, 1317, RESOLVED, WONTFIX, 2, 3, 2,
11700, 1983, REOPENED, (null), 12, 7, 9,
14649, 1495, RESOLVED, FIXED, 6, 6, 6,
15036, 951, RESOLVED, WONTFIX, 7, 5, 3,
16334, 849, RESOLVED, WONTFIX, 10, 5, 4,
23754, 848, RESOLVED, WONTFIX, 2, 3, 2,
25396, 724, RESOLVED, WONTFIX, 6, 3, 5,
30059, 3, RESOLVED, WONTFIX, 6, 3, 2,
30191, 421, NEW, (null), 3, 2, 7,
250, 2386, RESOLVED, WONTFIX, 6, 4, 3,
508, 2368, RESOLVED, WONTFIX, 1, 1, 0,
526, 2366, RESOLVED, WONTFIX, 2, 2, 0,
756, 2334, RESOLVED, WONTFIX, 13, 3, 0,
775, 2330, CLOSED, WONTFIX, 3, 3, 1,
820, 2321, RESOLVED, WONTFIX, 1, 2, 0,
1523, 2219, RESOLVED, WONTFIX, 1, 2, 0,
2169, 2129, RESOLVED, WONTFIX, 1, 2, 0,
2347, 2104, RESOLVED, WONTFIX, 2, 2, 0,
2705, 2077, RESOLVED, WONTFIX, 1, 2, 1,
3312, 2020, RESOLVED, WONTFIX, 1, 2, 0,
3918, 1949, RESOLVED, WONTFIX, 2, 3, 0,
3936, 1947, RESOLVED, WONTFIX, 1, 2, 1,
5131, 1838, RESOLVED, WONTFIX, 5, 3, 0,
5189, 1832, RESOLVED, WONTFIX, 12, 7, 4,
5388, 1809, RESOLVED, WONTFIX, 3, 4, 0,
6431, 1722, RESOLVED, WONTFIX, 3, 3, 0,
6508, 1716, RESOLVED, WONTFIX, 4, 4, 1,
6739, 1698, RESOLVED, WONTFIX, 4, 3, 0,
7177, 1655, RESOLVED, WONTFIX, 5, 3, 0,
7270, 1646, RESOLVED, WONTFIX, 5, 3, 0,
8717, 1512, RESOLVED, WONTFIX, 2, 3, 0,
