BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory ,
13859,37, RESOLVED, WORKSFORME,3,2,3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13862,52, RESOLVED, WORKSFORME,8,3,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13901,708, RESOLVED, WORKSFORME,3,3,0,NEW > RESOLVED > REOPENED > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > LATER > --- > WORKSFORME, , 
13955,84, RESOLVED, WORKSFORME,12,3,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
14006,163, RESOLVED, WORKSFORME,5,4,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
14057,370, RESOLVED, WORKSFORME,8,3,1,NEW > ASSIGNED > RESOLVED > REOPENED > NEW > ASSIGNED > RESOLVED, --- > LATER > --- > WORKSFORME, , 
14081,8, RESOLVED, WORKSFORME,2,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
14148,146, RESOLVED, WORKSFORME,5,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
14374,944, RESOLVED, WORKSFORME,2,2,0,NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
14399,2, RESOLVED, WORKSFORME,1,2,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
14549,1, RESOLVED, WORKSFORME,2,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
